cod_gl_res144_indec,provincia,departamento,nombre_del_gobierno_local,categoria_de_gobierno,gobierno_local_con_paso_o_centro_fronterizo,gobierno_local_que_pertenece_a_un_aglomerado_urbano,poblacion_censo_2010,localidades_administradas_por_el_gobierno_local,distancia_a_la_capital_provincial,distancia_a_la_capital_alterna,perfil_economico_de_la_region,cantidad_de_parques_industriales_renpi,incendios_reportados_en_el_periodo_1999-2022,inundaciones_reportadas_en_el_periodo_1999-2022,fiestas_locales,sitio_web,direccion_postal_de_la_sede_de_gobierno,telefonos_sede_de_gobierno,apellido_y_nombre_de_la_maxima_autoridad.,latitud,longitud
60266,Buenos Aires,Exaltación de la Cruz,Exaltación de la Cruz,Municipio,No,No,  29.805 ,Arroyo de la Cruz -  Capilla del Señor -  Diego Gaynor -  El Chajá -  El Malacate -  La Macarena -  Las Vizcachas -  Parada Orlando -  Parada Robles - Pavón -  Torres -  Los Cardales        ,"121,6 KM","435,9 KM",Industrial,1,0,1,Navidad folclórico (Diciembre) - Morotock (Noviembre) - Festival de la Tradición (Noviembre) - Aniversario de los Festejos Patronales (Septiembre) - Fogata de Los Cardales (Octubre) - Auto Clásicos los Cardales (Septiembre) - Combate de la Cañada de la Cruz (Julio) -,www.exaltaciondelacruz.gov.ar,Rivadavia 411 - (2812) CAPILLA DEL SEÑOR,"(02323) 49-1050,(02323) 49-1010,(02323) 49-1327","Nanni, Diego ",-59.0992709813,-34.2941400469
60270,Buenos Aires,Ezeiza,Ezeiza,Municipio,No,Si,  163.722 ,Aeropuerto Internacional Ezeiza - Canning - Carlos Spegazzini - Ezeiza - José María Ezeiza - La Unión - Tristán Suárez          ,"46,1 KM","361,5 KM",Industrial,2,0,0,Aniversario de la Fundaciónde Ezeiza (Octubre) -,www.muniezeiza.gob.ar,"Ruta 205 km. 32,600 - (1804) JOSÉ MARÍA EZEIZA",(011) 4885-9000,"Granados, Gastón",-58.5232011228,-34.852762179
60274,Buenos Aires,Florencio Varela,Florencio Varela,Municipio,No,Si,  426.005 ,Bosques - El Tropezón - Estanislao Severo Zeballos -Florencio Varela - Gobernador Julio A. Costa - Ingeniero Juan Allan - La Capilla - San Juan Bautista - Villa Brown - Villa San Luis - Villa Santa Rosa - Villa Vatteone        ,"27,4 KM","362,1 KM",Industrial,2,0,2,Fiesta Chica del Señor de los Milagros del Mailín (Junio) - Maratón San Juan Bautista (Junio) - Varela Matsuri (Mayo) -,www.florenciovarela.gov.ar,25 de Mayo 2725 - (1888) FLORENCIO VARELA,(011) 4237-1601,"Watson, Andrés",-58.279252772,-34.8044367905
60277,Buenos Aires,Florentino Ameghino,Florentino Ameghino ,Municipio,No,No,  8.869 ,Blaquier -  Florentino Ameghino -  Porvenir            ,"405,7 KM","564,2 KM",Industrial - Primario,0,0,5,Fiesta del Hombre de Campo (Diciembre) - Festival del Pueblo (Febrero) - Aniversario de Florentino Ameghino (Noviembre) -,www.ameghino.gob.ar,9 de Julio 668 - (6064) FLORENTINO AMEGHINO,"(03388) 47-1605 ,(03388) 47-1001","Tellechea, Nahuel Mittelbach",-62.4671568416,-34.8453724219
60280,Buenos Aires,General Alvarado,General Alvarado,Municipio,No,No,  39.594 ,Centinela del Mar -  Comandante Nicanor Otamendi -  Mar del Sur -  Mechongué -  Miramar           ,"370,3 KM","39,2 KM",Primario - Industrial,2,0,1,Fiesta Provincial de la Papa (Marzo) - Fiesta de los Camioneros y la Fiesta del Agricultor (Febrero) - Pascua Gigante (Abril) - Bienal Internacional de Arte (Marzo) - Miramar Canta (Noviembre) - Fiesta de la Tradición frente al Mar (Noviembre) - Semana de la Juventud (Septiembre) - Aniversario de la Fundaciónde la ciudad de Miramar (Septiembre) - Aniversario de la Fundacióndel partido de General Alvarado (Septiembre) -,www.mga.gov.ar,Calle 28 Nº 1084 - (7607) MIRAMAR,"(02291) 431 241,(02291) 431 245","Ianantuony, Sebastián",-57.84502945,-38.2670059244
60287,Buenos Aires,General Alvear,General Alvear,Municipio,No,No,  11.130 ,General Alvear             ,"216,5 KM","311,5 KM",Industrial - Primario,0,0,2,Aniversario de la Fundacióndel Partido de General Alvear (Julio) - Fiesta del Mensual de Campo (Marzo) - Exposición Rural General Alvear (Octubre) - Encuentro de Tango (Octubre) - Aniversario de General Alvear (Septiembre) -,www.munialvear.gov.ar,Hipólito Yrigoyen 630 - (7263) GENERAL ALVEAR,"(02344) 481 011,-","Capra, Ramón ",-60.0145053843,-36.0217418766
60294,Buenos Aires,General Arenales,General Arenales,Municipio,No,No,  14.903 ,Arribeños -  Ascensión -  Estación Arenales -  Ferré -  General Arenales -  La Angelita -  La Trinidad          ,"308,8 KM","533,1 KM",Industrial,0,0,2,Fiesta del Raviol (Mayo) - Ascensión Vuelve a Cantar (Febrero) - Fiesta de la torta frita (Octubre) - Aniversario de General Arenales (Septiembre) -,www.generalarenales.gob.ar,Bartolomé Mitre 50 - (6005) GENERAL ARENALES,(02353) 46-9000,"Battaglia, Edgardo ",-61.3070338888,-34.3033240028
60301,Buenos Aires,General Belgrano,General Belgrano ,Municipio,No,No,  17.365 ,Chas -  General Belgrano -  Gorchs            ,"101,1 KM","263,3 KM",Industrial,0,0,2,Exposición de la Producción Total (Septiembre) - Aniversario de General Belgrano (Agosto) - Festival Mayor de Tango y Folclóre (Febrero) - Encuentro Nacional de Payadores (Julio) -,www.generalbelgrano.gob.ar,Juan E. de la Fuente 826 - (7223) GENERAL BELGRANO,"(02243) 453 058,-","Dinapoli, Osvaldo Mario",-58.4971632729,-35.765676199
60308,Buenos Aires,General Guido,General Guido,Municipio,No,No,  2.816 ,General Guido -  Labardén      ,"190,5 KM","153,2 KM",Primario - Industrial,0,0,2,Aniversario de la Fundaciónde la ciudad de General Guido (Marzo) - Fiesta Provincial del Modelito (Noviembre) - Fiesta Provincial del Caballo Criollo (Enero) -,www.generalguido.gob.ar,Belgrano 450 - (7118) GENERAL GUIDO,(02268) 491 001,"Rocha, Carlos",-57.7905023943,-36.6431665882
60315,Buenos Aires,General Juan Madariaga,General Juan Madariaga,Municipio,No,No,  19.747 ,Divisadero -  General Juan Madariaga      ,243 KM,"117,4 KM",Primario - Industrial,1,0,1,"Fiesta Religiosa ""Pasión Según San Juan"" (Abril) - Fiesta de las Escuelas Rurales (Agosto) - Fiesta Nacional del Gaucho (Diciembre) - Aniversario de General Madariaga y fiesta patronal (Diciembre) - 5 Millas Nocturnas (Enero) - Festival Madariaguense de Noches Camperas (Febrero) - Gran Encuentro de Payadores (Julio) - Gran Concurso de Pesca Embarcado (Julio) - Rally Pagos del Tuyú (Marzo) - Semana de Argentino Luna (Marzo) - Histórica Pagos del Tuyú (Marzo) - Rally Mar y Sierras (Mayo) - Fiesta del Talar (Octubre) - Fiesta del Mejor Reservado (Septiembre) - Expo Rural (Septiembre) - Concurso de Asadores (Octubre) - Fiesta Regional del Kiwi (Mayo) -",www.madariaga.gob.ar,Hipólito Yrigoyen 347 - (7163) GENERAL JUAN MADARI,"(02267) 425 523,(02267) 425 511","Santoro, Carlos Esteban",-57.1358377704,-37.0019581916
60322,Buenos Aires,General La Madrid,General La Madrid,Municipio,No,No,  10.783 ,General La Madrid -  La Colina -  Las Martinetas -  Líbano -  Pontaut           ,"388,1 KM","338,8 KM",Industrial,1,0,3,Fogón de los Gauchos de Líbano (Enero) - Aniversario del Partido de General Lamadrid (Febrero) -,www.lamadrid.gob.ar,San Martín 565 - (7406) GENERAL LAMADRID,(02286) 471 199,"Randazzo, Martín",-61.2621992089,-37.2496672842
60329,Buenos Aires,General Las Heras,General Las Heras,Municipio,No,No,  14.889 ,General Hornos -  General Las Heras -  La Choza -  Plomer -  Villars           ,"83,8 KM","364,8 KM",Industrial,0,0,1,Copa Capital Nacional del Pato (Noviembre) - Aniversario de la Fundacióndel Partido de General Las Heras (Octubre) - Fiesta de la Pasta Casera (Septiembre) -,gobiernodelasheras.com,Av. Villamayor 250 - (B1741CWP) GENERAL LAS HERAS, (0220) 476-2260,"Sartori, Marcelo",-58.9467069524,-34.9269092951
60336,Buenos Aires,General Lavalle,General Lavalle,Municipio,No,No,  3.700 ,General Lavalle -  Pavón      ,"190,5 KM","185,6 KM",Primario - Industrial,0,0,1,Regata San Isidro – General Lavalle- Rumbo a la Cruz del Sur (Abril) - Fiesta Día del Payador (Julio) - Fiesta de la Torta Negra Lavallense (Junio) - Fiesta Nacional Semana de Santos Vega (Marzo) - Fiesta de la Mujer Rural (Octubre) -,https://www.generallavalle.gob.ar/,Bartolomé Mitre 861 - (7103) GENERAL LAVALLE," (02252) 491053 , (02252) 491091","Rodriguez Ponte, José ",-56.9433578442,-36.4080860932
60343,Buenos Aires,General Paz,General Paz,Municipio,No,No,  11.202 ,Barrio Río Salado -  Loma Verde -  Ranchos -  Villanueva (Ap. Río Salado)     ,"69,2 KM","285,4 KM",Industrial,1,0,3,Festival de Fortines Ranchos (Enero) - Festival de Folclóre (Febrero) -,http://municipalidaddegeneralpaz.gob.ar/,Julio S. Danta 2858 - (1987) RANCHOS,(02241) 475 364,"Alvarez, Juan Manuel",-58.3188155127,-35.5164055812
60351,Buenos Aires,General Pinto,General Pinto,Municipio,No,No,  11.261 ,Coronel Granada -  General Pinto -  Germania -  Günther -  Iriarte -  Villa Roth (Est. Ingeniero Balbín)    ,"353,7 KM","531,1 KM",Industrial - Primario,1,0,5,Viva Granada (Abril) - Fiesta en Honor al Jinete Argentino (Octubre) - Aniversario de General Pinto (Octubre) - Fiesta de la Vaquillona Asada con cuero Germaniense (Noviembre) -,www.pinto.gob.ar,Mitre y Alsina - (6050) GENERAL PINTO,(02356) 42-0093,"Zavatarelli, Alfredo ",-61.8916280747,-34.7643315778
60357,Buenos Aires,General Pueyrredón,General Pueyrredón,Municipio,No,Si,  618.989 ,Barrio El Boquerón -  Barrio Santa Paula -  Batán -  Chapadmalal -  El Marquesado -  Estacion Chapadmalal -  Mar del Plata -  Sierra de los Padres   ,"343,7 KM",0 KM,Primario - Industrial,1,0,1,Fiesta del Emprendado (Abril) - Mar del Plata Fashion Week (Abril) - Torneo Abierto Internacional de Ajedrez “Copa Ciudad de Mar del Plata” (Abril) - Iron Man- Mar del Plata Argentina (Diciembre) - Marcha de la Esperanza (Diciembre) - Fiesta Nacional del Mar (Diciembre) - Fiesta Nacional de los Pescadores (Enero) - Semana Internacional del Yachting (Febrero) - Encuentro de Harley Davidson de Mar del Plata (Febrero) - Fiesta Provincial de Mar del Plata (Febrero) - Fiesta del Carnaval (Febrero) - Feria de las Colectividades (Julio) - Feria del Libro Infantil y Juvenil (Julio) - Festititeres - Festival Internacional de Títeres (Julio) - Fiesta Fallera Valenciana (Marzo) - Colacmar (Noviembre) - Campeonato de Surf Adaptado (Noviembre) - MDP FILM FEST-Festival Internacional de Cine Mar del Plata (Noviembre) - Maratón Internacional Ciudad de Mar del Plata (Noviembre) - Caravana de la Primavera (Septiembre) -,www.mardelplata.gob.ar,Hipólito Yrigoyen 1627 - (7600) MAR DEL PLATA,"(0223) 499 6500,-","Montenegro, Guillermo",-57.5438377446,-38.006449439
60364,Buenos Aires,General Rodríguez,General Rodríguez,Municipio,No,Si,  87.185 ,Barrio Morabo - Barrio Ruta 24 Kilómetro 10 - Country Club Bosque Real - General Rodríguez     ,"92,2 KM","398,7 KM",Industrial,2,0,0,Aniversario de la Fundaciónde la Ciudad de General Rodríguez (Mayo) - Convención Anual de Vuelo (Octubre) -,www.generalrodriguez.gov.ar,2 de Abril 756 - (1748) GENERAL RODRÍGUEZ,(0237) 484-0123,"García, Mauro Santiago",-58.9521606355,-34.606431069
60371,Buenos Aires,General San Martín,General San Martín ,Municipio,No,Si,  414.196 ,Barrio Parque General San Martín - Billinghurst - Ciudad del Libertador General San Martín - Ciudad Jardín El Libertador - Va.María Irene de los Remedios Escalada - Va.Marqués Alejandro María de Aguado - Villa Ayacucho - Villa Ballester - Villa Bernardo Monteagudo - Villa Chacabuco - Villa Coronel José M. Zapiola - Villa General Antonio J. de Sucre - Villa General Eugenio Necochea - Villa General José Tomás Guido - Villa General Juan G. Las Heras - Villa Godoy Cruz - Villa Granaderos de San Martín - Villa Gregoria Matorras - Villa José León Suárez - Villa Juan Martín de Pueyrredón - Villa Libertad - Villa Lynch - Villa Maipú - Villa Parque Presidente Figueroa Alcorta - Villa Parque San Lorenzo - Villa San Andrés - Villa Yapeyú,"61,6 KM","391,6 KM",Industrial,0,0,0,Aniversario de la Fundacióndel Partido de General San Martín (Febrero) -,www.sanmartin.gov.ar,Belgrano 3747 - (1650) GENERAL SAN MARTÍN,"(011) 4830-0685,-","Moreira, Fernando",-58.538656474,-34.5779100956
60385,Buenos Aires,General Viamonte,General Viamonte,Municipio,No,No,  18.078 ,Baigorrita -  La Delfina -  Los Toldos -  San Emilio -  Zavalía           ,"274,8 KM",458 KM,Industrial - Primario,0,0,2,"Aniversario de la Autonomía del partido de General Viamonte (Agosto) - Fiesta Nacional del Telar Mapuche (Diciembre) - Festival Provincial del Folclore (Diciembre) - Carnavales ""La Capital de La Alegría” (Febrero) - Festival de Quesos (Marzo) - Aniversario de Los Toldos (Noviembre) -",www.generalviamonte.gov.ar,Mitre y Belgrano - (6015) LOS TOLDOS,"(02358) 44-2129,(02358) 44-2201,(02358) 44-2107","Flexas, Franco Ariel",-61.0387400079,-34.9999708297
60392,Buenos Aires,General Villegas,General Villegas,Municipio,No,No,  30.864 ,Banderaó -  Cañada Seca -  Coronel Charlone -  Emilio V. Bunge -  General Villegas -  Massey -  Pichincha -  Piedritas -  Santa Eleodora -  Santa Regina -  Villa Saboya -  Villa Sauze ,"455,2 KM",591 KM,Industrial - Primario,1,0,6,Aniversario de la Creación del Distrito de General Villegas (Julio) - Expo Rural General Villegas (Septiembre) - Raid Ciclístico Vuelta al Partido de General Villegas (Marzo) -,www.villegas.gov.ar,Pringles 351 - (6230) GENERAL VILLEGAS,(03388) 42-3601,"Campana, Eduardo",-63.0150256478,-35.0326342649
60399,Buenos Aires,Guaminí,Guaminí,Municipio,No,No,  11.826 ,Arroyo Venado -  Balneario Cochicó -  Casbas -  Garré -  Guaminí -  Laguna Alsina    ,"458,1 KM","445,3 KM",Industrial - Primario,0,0,4,Cruce a nado en Balneario Cochicó (Enero) - Fiesta del Chorizo Seco (Septiembre) - Aniversario de la Creación del Distrito de Guaminí (Julio) - Aniversario de la Fundaciónde la Ciudad de Guaminí (Marzo) - Maratón de Seis Ciudades (Marzo) -,www.guamini.gob.ar,Plaza Alsina s/n - (6435) GUAMINÍ,"(02929) 432 092,-","Nobre Ferreira, José Augusto",-62.4222497384,-37.010920943
60406,Buenos Aires,Hipólito Yrigoyen,Hipólito Yrigoyen ,Municipio,No,No,  9.585 ,Henderson -  Herrera Vegas      ,"366,6 KM","416,6 KM",Industrial - Primario,1,0,5,Henderson Canta (Enero) -,www.hipolitoyrigoyen.gob.ar ,Moreno y 9 de Julio - (6465) HENDERSON,"(02314) 45-2058,(02314) 45-2102,02314-452302  ","Pugnaloni, Luis Ignacio",-61.7185623854,-36.2981771239
60408,Buenos Aires,Hurlingham,Hurlingham,Municipio,No,Si,  181.241 ,Hurlingham - Villa Santos Tesei - William C. Morris            ,"67,9 KM","392,4 KM",Industrial,1,0,0,-,https://www.hurlingham.gob.ar/,Delfor Díaz 1660 - (1686) ,"(011) 4469 - 9999,-","Zavaleta, Juan Horacio",-58.6374410257,-34.5898718837
60410,Buenos Aires,Ituzaingó,Ituzaingó ,Municipio,No,Si,  167.824 ,Ituzaingó Centro - Ituzaingó Sur - Villa Gobernador Udadondo            ,67 KM,"386,7 KM",Industrial,0,0,0,Festival de Okinawa (Diciembre) - FECI – Festival de Cine de Ituzaingó (Septiembre) -,www.miituzaingo.gov.ar,Av. Ratti 10 Esq. 2ª Rivadavia - (1714) ITUZAINGÓ,"(011) 5068-9300,-","Descalzo, Alberto D",-58.6717219563,-34.6506041258
60412,Buenos Aires,José C. Paz,José C. Paz,Municipio,No,Si,  265.981 ,Del Viso - José C. Paz - Tortuguitas            ,"80,8 KM","402,3 KM",Industrial,0,0,0,Aniversario del Partido de José C. Paz - Aniversario de la Autonomía de José C. Paz (Octubre) -,www.josecpaz.gob.ar,Av. Gaspar Campos 6151 - (1665) JOSÉ C. PAZ,"(02320) 44-2310,(02320) 42-1910","Ishii, Mario Alberto",-58.7519435027,-34.5231938431
60413,Buenos Aires,Junín,Junín,Municipio,No,No,  90.305 ,Agustín Roca -  Agustina -  Balneario Laguna de Gomez -  Fortín Tiburcio -  Junín -  Laplacette -  Morse -  Paraje La Agraria -  Saforcada         ,"269,7 KM","487,2 KM",Industrial,1,0,2,Fiesta del Fortín (Agosto) - Fiesta del Fiambre Casero (Noviembre) - Expo Junín (Agosto) - Festival del Parque (Febrero) - Tango en Junín (Julio) - Fiesta del Pejerrey (Junio) - Junín Jazz y Blues (Junio) - Tango x 2 Cuore (Mayo) - Encuentro Nacional de Cupecitas (Noviembre) - Festival Cultura Campo (Septiembre) - Fiesta Provincial del Cosechero (Octubre) - Fiesta del Peón Rural (Agosto) -,www.junin.gov.ar,Rivadavia 16 - (6000) JUNÍN,"(0236) 444-4112,-","Petrecca, Pablo",-60.9464309698,-34.593941744
60420,Buenos Aires,La Costa,La Costa,Municipio,No,No,  69.633 ,Costa Esmeralda -  Kilómetro 314 -  Las Toninas -  Mar de Ajó - San Bernardo -  Punta Médanos -  San Clemente del Tuyú -  Santa Teresita - Mar del Tuyú -  Villa Robles   ,"218,3 KM","176,4 KM",Primario - Industrial,1,0,0,Rally de Costa del Este (Mayo) - Encuentro de Coros (Noviembre) - Fiesta Regional Aniversario de Las Toninas (Febrero) - Fiesta Criolla (Marzo) - Fiesta Nacional de la Corvina Rubia (Noviembre) - Aniversario de la Fundacióndel Partido de La Costa (Julio) - Fiesta de la Náutica y el Mar (Noviembre) - Aniversario de Mar del Tuyú (Octubre) - Fiesta Nacional del Sol y la Familia (Diciembre) - Encuentro Santosvegano de Payadores (Febrero) - Fiesta Nacional de la Corvina Negra (Octubre) - Fiesta Municipal del Alfajor Costero (Julio) - Fiesta Nacional Aniversario de Santa Teresita (Marzo) - Gran Fiesta Criolla (Noviembre) - Virgen de Copacabana en la zona sur del Partido de La Costa (Agosto) -,www.lacosta.gov.ar,Av. Costanera 8001 - (7108) MAR DEL TUYÚ,(02246) 433-000,"Cardozo, Cristian ",-56.6908898289,-36.573877009
60427,Buenos Aires,La Matanza,La Matanza,Municipio,No,Si,  1.775.816 ,20 de Junio - Aldo Bonzi - Ciudad Evita - González Catán - Gregorio de Laferrere - Isidro Casanova - La Tablada - Lomas del Mirador - Rafael Castillo - Ramos Mejía - San Justo - Tapiales - Villa Eduardo Madero - Villa Luzuriaga - Virrey del Pino      ,"56,7 KM",381 KM,Industrial,1,0,0,Aniversario de la Creación del Partido La Matanza (Julio) -,www.lamatanza.gov.ar,Almafuerte 3050 - (1754) SAN JUSTO,(011) 4651-0101/09,"Espinoza, Fernando ",-58.5637386019,-34.681141757
60434,Buenos Aires,Lanús,Lanús,Municipio,No,Si,  459.263 ,Gerli - Lanús Este - Lanús Oeste - Monte Chingolo - Remedios de Escalada de San Martín - Valentín Alsina    ,"42,9 KM","375,2 KM",Industrial,1,0,0,Aniversario de la Fundacióndel Partido de Lanús (Septiembre) - Festival de Tango (Diciembre) -,www.lanus.gob.ar,Av. H. Yrigoyen 3863 - (1824) LANÚS,(011) 4357-5100,"Grindetti, Néstor",-58.4005603047,-34.7037709462
60441,Buenos Aires,La Plata,La Plata,Municipio,No,Si,  654.324 ,Martín Garcia -  La Plata      ,0 KM,"343,7 KM",Industrial,1,0,1,Bon Odori- Festival de Baile Japonés (Enero) - Japón Vive (Abril) - La Plata Baila Tango (Abril) - Perú Vive (Agosto) - Festival Rec (Agosto) - Circuito Urbano Gastronómico (Agosto) - Italia para Todos (Agosto) - Quema de Muñecos de Fin de Año (Enero) - Año Nuevo Chino (Febrero) - FLAP - Festivales en La Plata (Julio) - Salón Argentino de Bodegas (Junio) - Inti Raymi (Junio) - Oktober Fest (Noviembre) - Aniversario de La Plata (Noviembre) - Festival de Cine Latinoamericano La Plata (Noviembre) - La Plata Celebra Armenia (Noviembre) - Aniversario de la República de los Niños (Noviembre) - Fiesta del Alcaucil (Octubre) - Fiesta Nacional de España (Octubre) - Fiesta Venezolana Mi Patria Querida (Octubre) - Festifreak (Septiembre) - Regata del Inmigrante (Septiembre) - Fiesta del Tomate Platense (Febrero) -,www.laplata.gov.ar,Calle 12 e/51 y 53 - (1900) LA PLATA,S/D,"Garro, Julio Cesar",-58.0300203349,-34.940889072
60448,Buenos Aires,Laprida,Laprida ,Municipio,No,No,  10.210 ,Laprida -  Pueblo Nuevo -  Pueblo San Jorge            ,"381,9 KM","291,5 KM",Industrial,1,0,1,Campeonato Nacional Country Cross (Julio) - Aniversario de la Fundacióndel Partido de Laprida (Septiembre) -,www.laprida.gov.ar,San Martín 1160 - (7414) LAPRIDA,"(02285) 421 301, 0800-333 8424","Torres, Pablo",-60.8010273268,-37.5442260048
60455,Buenos Aires,Las Flores,Las Flores,Municipio,No,No,  23.871 ,Coronel Boerr -  El Trigo -  Las Flores -  Pardo -  Rosas           ,"153,9 KM","261,3 KM",Industrial,1,0,2,Fiesta del Chacarero y Cantor (Mayo) - Fiesta Criolla del Hospital Zonal (Abril) - Corsolandia (Febrero) - Festival Las Flores Canta (Marzo) - Aniversario de la Fundaciónde la ciudad de Carmen de Las Flores (Marzo) - Encuentro de Cerámica Negra (Noviembre) - Encuentro del Teatro al Borde (Noviembre) - Fiesta Nacional de Peñas y Fortines (Noviembre) - Tupaliza (Noviembre) - Fiesta Grande en Las Flores - Prueba de Riendas Nacional (Octubre) - Fiesta del Lechón de Campo (Noviembre) - Fiesta del Cordero Deshuesado (Diciembre) -,www.lasflores.gov.ar,Rivadavia y San Martín - (7200) LAS FLORES,"S/D,-","Gelene, Alberto ",-59.0998639762,-36.0142687586
60462,Buenos Aires,Leandro N. Alem,Leandro N. Alem,Municipio,No,No,  16.799 ,Alberdi Viejo -  El Dorado -  Fortíin Acha -  Juan Bautista Alberdi -  Leandro N. Alem -  Vedia    ,"325,5 KM","530,3 KM",Industrial,1,0,0,Fiesta del Cordero Alberdino al Asador (Octubre) - Fiesta de la Identidad e Integración (Noviembre) - Fiesta en Homenaje al Caballo (Septiembre) -,https://municipioalem.gob.ar/,Rivadavia 240 - (6030) VEDIA,"(02354) 42-0489,(02354) 420067","Ferraris, Carlos ",-61.542310597,-34.497907178
